 3;21;192;  0;02;194
  ;  ;   ;  3;01;011
  ;  ;   ;  3;01;012
  ;  ;   ;  0;02;195
  ;  ;   ;  0;02;196
  ;  ;   ;  0;02;197
  ;  ;   ;  1;02;000
  ;  ;   ;  0;31;001
  ;  ;   ;  0;21;193
  ;  ;   ;  0;21;194

 3;21;193;  1;05;000
  ;  ;   ;  0;31;002
  ;  ;   ;  2;01;132
  ;  ;   ;  0;30;001
  ;  ;   ;  2;01;000
  ;  ;   ;  0;21;192
  ;  ;   ;  0;21;192

 3;21;194;  1;05;000
  ;  ;   ;  0;31;002
  ;  ;   ;  2;01;132
  ;  ;   ;  0;30;001
  ;  ;   ;  2;01;000
  ;  ;   ;  0;21;036
  ;  ;   ;  0;21;036

 3;21;196;  1;03;000
  ;  ;   ;  0;31;001
  ;  ;   ;  0;02;135
  ;  ;   ;  0;06;194
  ;  ;   ;  0;06;194

 3;29;192;  0;05;001
  ;  ;   ;  0;06;001
  ;  ;   ;  0;06;198
  ;  ;   ;  0;05;194
  ;  ;   ;  0;30;192
  ;  ;   ;  0;05;195

